case_id,time,x1,x2,u1
run_001,0.0,1.0,0.0,0.2
run_001,0.1,0.976,-0.024,0.20505464176359856
run_001,0.2,0.9524043713410878,-0.04568836074709204,0.2100574936348035
run_001,0.30000000000000004,0.9292852615483449,-0.06521746543345504,0.2149572963607957
run_001,0.4,0.9067017361779366,-0.08273425646307421,0.21970384653096817
run_001,0.5,0.8847006041947736,-0.09838013776469881,0.22424851096139792
run_001,0.6000000000000001,0.8633172553933064,-0.11229089229581815,0.22854472499076478
run_001,0.7000000000000001,0.8425765074850026,-0.1245966146701453,0.23254846958217412
run_001,0.8,0.8224934601653705,-0.13542165892702143,0.23621872234249544
run_001,0.9,0.8030743531890745,-0.1448846015260864,0.23951787783806905
run_001,1.0,0.7843174252275136,-0.15309821969505136,0.24241213290022415
run_001,1.1,0.7662137700626289,-0.16016948528316693,0.24487183297276488
run_001,1.2000000000000002,0.7487481864866182,-0.16619957427887283,0.24687177595274604
run_001,1.3,0.7319000181322183,-0.17128389213815662,0.2483914704113838
run_001,1.4000000000000001,0.715643979354314,-0.17551211504149225,0.24941534554936834
run_001,1.5,0.6999509632224312,-0.17896824715315107,0.24993291073537488
run_001,1.6,0.6847888276662378,-0.1817306938985737,0.24993886299314053
run_001,1.7000000000000002,0.6701231558430966,-0.18387235120485218,0.24943314133579347
run_001,1.8,0.655917986868042,-0.1854607105677801,0.24842092739072497
run_001,1.9000000000000001,0.642136513161867,-0.1865579797180328,0.24691259230860124
run_001,2.0,0.6287417408313591,-0.18722121856054882,0.2449235905004865
run_001,2.1,0.6156971096957218,-0.18750248995684207,0.24247430129184644
run_001,2.2,0.6029670698129669,-0.18744902481154782,0.239589820115847
run_001,2.3000000000000003,0.590517611637254,-0.18710340081376856,0.2362997013853829
run_001,2.4000000000000004,0.5783167472500437,-0.18650373407249857,0.23263765567837083
run_001,2.5,0.5663349404514116,-0.18568388277529882,0.2286412043389489
run_001,2.6,0.5545454838694591,-0.18467366189215476,0.22435129503354034
run_001,2.7,0.5429248216416778,-0.183499067843703,0.219811882200797
run_001,2.8000000000000003,0.5314528166383263,-0.18218251195630725,0.215069476694135
run_001,2.9000000000000004,0.5201129616300718,-0.18074306143725452,0.21017266923122813
run_001,3.0,0.508892534245877,-0.17919668652298457,0.20517163253319826
run_001,3.1,0.4977826960177784,-0.17755651238298584,0.20011760725458833
run_001,3.2,0.4867785362621149,-0.17583307430290238,0.19506237697128279
run_001,3.3000000000000003,0.47587906199721686,-0.1740345746234532,0.19005773760565195
run_001,3.4000000000000004,0.4650871355408422,-0.17216713987779297,0.18515496672519452
run_001,3.5,0.4544093618621123,-0.17023507654959483,0.18040429815224743
run_001,3.6,0.44385592817782377,-0.1682411238679151,0.17585440726791526
run_001,3.7,0.43344039867742745,-0.16618670206313743,0.1715519122837989
run_001,3.8000000000000003,0.42317946763050873,-0.16407215453115806,0.16754089659149618
run_001,3.9000000000000004,0.4130926744713617,-0.16189698239045897,0.1638624570838847
run_001,4.0,0.40320208476359964,-0.15966006996865573,0.16055428307609004
run_001,4.1000000000000005,0.3935319412203966,-0.15735989982116166,0.15765027014051802
run_001,4.2,0.38410828918997564,-0.1549947559642883,0.15518017281259894
run_001,4.3,0.374958581208813,-0.1525629140977523,0.15316929972562426
