run_name,model_name,pod_rank,dmdc_rank,n_delays,center,scale,train_rollout_rmse,test_rollout_rmse,generalization_gap,generalization_ratio,spectral_radius,n_unstable_eigenvalues,stability_status,status,error_message,variant,surface,run_dir
run_088__mean__pod0p999__dmdc2__delay1,mean,0.999,2,1,True,False,0.798808447670388,0.8022049208417364,0.0033964731713483,1.0042519244522936,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_091__mean__pod0p999__dmdc3__delay1,mean,0.999,3,1,True,False,0.798808447670388,0.8022049208417364,0.0033964731713483,1.0042519244522936,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_094__mean__pod0p999__dmdc4__delay1,mean,0.999,4,1,True,False,0.798808447670388,0.8022049208417364,0.0033964731713483,1.0042519244522936,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_199__ridge_dmdc__pod2__dmdc3__delay1,ridge_dmdc,2.0,3,1,True,False,0.8132741713356528,0.8055875946585894,-0.0076865766770634,0.990548603474718,0.9999956549042968,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_211__ridge_dmdc__pod3__dmdc3__delay1,ridge_dmdc,3.0,3,1,True,False,0.8132741713356528,0.8055875946585894,-0.0076865766770634,0.990548603474718,0.9999956549042968,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_223__ridge_dmdc__pod4__dmdc3__delay1,ridge_dmdc,4.0,3,1,True,False,0.8132741713356528,0.8055875946585894,-0.0076865766770634,0.990548603474718,0.9999956549042968,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_235__ridge_dmdc__pod0p999__dmdc3__delay1,ridge_dmdc,0.999,3,1,True,False,0.8132741713356528,0.8055875946585894,-0.0076865766770634,0.990548603474718,0.9999956549042968,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_151__dmdc__pod2__dmdc3__delay1,dmdc,2.0,3,1,True,False,0.8132743547623322,0.8055877703472382,-0.007686584415094,0.990548596091733,0.9999956549038828,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_163__dmdc__pod3__dmdc3__delay1,dmdc,3.0,3,1,True,False,0.8132743547623322,0.8055877703472382,-0.007686584415094,0.990548596091733,0.9999956549038828,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_175__dmdc__pod4__dmdc3__delay1,dmdc,4.0,3,1,True,False,0.8132743547623322,0.8055877703472382,-0.007686584415094,0.990548596091733,0.9999956549038828,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_187__dmdc__pod0p999__dmdc3__delay1,dmdc,0.999,3,1,True,False,0.8132743547623322,0.8055877703472382,-0.007686584415094,0.990548596091733,0.9999956549038828,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_193__ridge_dmdc__pod2__dmdcfull__delay1,ridge_dmdc,2.0,full,1,True,False,0.8237398632531849,0.821256063916273,-0.0024837993369118,0.9969847284953496,0.999995381289646,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_205__ridge_dmdc__pod3__dmdcfull__delay1,ridge_dmdc,3.0,full,1,True,False,0.8237398632531849,0.821256063916273,-0.0024837993369118,0.9969847284953496,0.999995381289646,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_217__ridge_dmdc__pod4__dmdcfull__delay1,ridge_dmdc,4.0,full,1,True,False,0.8237398632531849,0.821256063916273,-0.0024837993369118,0.9969847284953496,0.999995381289646,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_229__ridge_dmdc__pod0p999__dmdcfull__delay1,ridge_dmdc,0.999,full,1,True,False,0.8237398632531849,0.821256063916273,-0.0024837993369118,0.9969847284953496,0.999995381289646,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_145__dmdc__pod2__dmdcfull__delay1,dmdc,2.0,full,1,True,False,0.8905070472344488,0.8895452173226287,-0.0009618299118201,0.9989199075798364,0.9999948327183382,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_157__dmdc__pod3__dmdcfull__delay1,dmdc,3.0,full,1,True,False,0.8905070472344488,0.8895452173226287,-0.0009618299118201,0.9989199075798364,0.9999948327183382,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_169__dmdc__pod4__dmdcfull__delay1,dmdc,4.0,full,1,True,False,0.8905070472344488,0.8895452173226287,-0.0009618299118201,0.9989199075798364,0.9999948327183382,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_181__dmdc__pod0p999__dmdcfull__delay1,dmdc,0.999,full,1,True,False,0.8905070472344488,0.8895452173226287,-0.0009618299118201,0.9989199075798364,0.9999948327183382,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_196__ridge_dmdc__pod2__dmdc2__delay1,ridge_dmdc,2.0,2,1,True,False,1.44568920820644,1.4395624094107795,-0.0061267987956603,0.9957620221823048,0.9999915436073822,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_208__ridge_dmdc__pod3__dmdc2__delay1,ridge_dmdc,3.0,2,1,True,False,1.44568920820644,1.4395624094107795,-0.0061267987956603,0.9957620221823048,0.9999915436073822,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_220__ridge_dmdc__pod4__dmdc2__delay1,ridge_dmdc,4.0,2,1,True,False,1.44568920820644,1.4395624094107795,-0.0061267987956603,0.9957620221823048,0.9999915436073822,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_232__ridge_dmdc__pod0p999__dmdc2__delay1,ridge_dmdc,0.999,2,1,True,False,1.44568920820644,1.4395624094107795,-0.0061267987956603,0.9957620221823048,0.9999915436073822,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_148__dmdc__pod2__dmdc2__delay1,dmdc,2.0,2,1,True,False,1.4456904391370375,1.439563637780391,-0.0061268013566462,0.9957620240192614,0.9999915435968036,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_160__dmdc__pod3__dmdc2__delay1,dmdc,3.0,2,1,True,False,1.4456904391370375,1.439563637780391,-0.0061268013566462,0.9957620240192614,0.9999915435968036,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_172__dmdc__pod4__dmdc2__delay1,dmdc,4.0,2,1,True,False,1.4456904391370375,1.439563637780391,-0.0061268013566462,0.9957620240192614,0.9999915435968036,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_184__dmdc__pod0p999__dmdc2__delay1,dmdc,0.999,2,1,True,False,1.4456904391370375,1.439563637780391,-0.0061268013566462,0.9957620240192614,0.9999915435968036,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_197__ridge_dmdc__pod2__dmdc2__delay2,ridge_dmdc,2.0,2,2,True,False,1.4547503923579057,1.4471507932717502,-0.0075995990861552,0.9947760116607788,0.999991447472346,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_209__ridge_dmdc__pod3__dmdc2__delay2,ridge_dmdc,3.0,2,2,True,False,1.4547503923579057,1.4471507932717502,-0.0075995990861552,0.9947760116607788,0.999991447472346,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_221__ridge_dmdc__pod4__dmdc2__delay2,ridge_dmdc,4.0,2,2,True,False,1.4547503923579057,1.4471507932717502,-0.0075995990861552,0.9947760116607788,0.999991447472346,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_233__ridge_dmdc__pod0p999__dmdc2__delay2,ridge_dmdc,0.999,2,2,True,False,1.4547503923579057,1.4471507932717502,-0.0075995990861552,0.9947760116607788,0.999991447472346,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_149__dmdc__pod2__dmdc2__delay2,dmdc,2.0,2,2,True,False,1.4547510211394314,1.4471514201072326,-0.0075996010321988,0.9947760125810076,0.9999914474669072,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_161__dmdc__pod3__dmdc2__delay2,dmdc,3.0,2,2,True,False,1.4547510211394314,1.4471514201072326,-0.0075996010321988,0.9947760125810076,0.9999914474669072,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_173__dmdc__pod4__dmdc2__delay2,dmdc,4.0,2,2,True,False,1.4547510211394314,1.4471514201072326,-0.0075996010321988,0.9947760125810076,0.9999914474669072,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_185__dmdc__pod0p999__dmdc2__delay2,dmdc,0.999,2,2,True,False,1.4547510211394314,1.4471514201072326,-0.0075996010321988,0.9947760125810076,0.9999914474669072,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_198__ridge_dmdc__pod2__dmdc2__delay4,ridge_dmdc,2.0,2,4,True,False,1.471423278571454,1.4609945205334551,-0.0104287580379989,0.9929124690428144,0.9999912686430512,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_210__ridge_dmdc__pod3__dmdc2__delay4,ridge_dmdc,3.0,2,4,True,False,1.471423278571454,1.4609945205334551,-0.0104287580379989,0.9929124690428144,0.9999912686430512,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_222__ridge_dmdc__pod4__dmdc2__delay4,ridge_dmdc,4.0,2,4,True,False,1.471423278571454,1.4609945205334551,-0.0104287580379989,0.9929124690428144,0.9999912686430512,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_234__ridge_dmdc__pod0p999__dmdc2__delay4,ridge_dmdc,0.999,2,4,True,False,1.471423278571454,1.4609945205334551,-0.0104287580379989,0.9929124690428144,0.9999912686430512,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_150__dmdc__pod2__dmdc2__delay4,dmdc,2.0,2,4,True,False,1.4714236053041514,1.4609948449933123,-0.010428760310839,0.9929124690719616,0.9999912686401924,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_162__dmdc__pod3__dmdc2__delay4,dmdc,3.0,2,4,True,False,1.4714236053041514,1.4609948449933123,-0.010428760310839,0.9929124690719616,0.9999912686401924,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_174__dmdc__pod4__dmdc2__delay4,dmdc,4.0,2,4,True,False,1.4714236053041514,1.4609948449933123,-0.010428760310839,0.9929124690719616,0.9999912686401924,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_186__dmdc__pod0p999__dmdc2__delay4,dmdc,0.999,2,4,True,False,1.4714236053041514,1.4609948449933123,-0.010428760310839,0.9929124690719616,0.9999912686401924,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_003__persistence__pod2__dmdcfull__delay4,persistence,2.0,full,4,True,False,2.7560920226077577,2.7550578742252494,-0.0010341483825082,0.9996247772664972,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_006__persistence__pod2__dmdc2__delay4,persistence,2.0,2,4,True,False,2.7560920226077577,2.7550578742252494,-0.0010341483825082,0.9996247772664972,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_009__persistence__pod2__dmdc3__delay4,persistence,2.0,3,4,True,False,2.7560920226077577,2.7550578742252494,-0.0010341483825082,0.9996247772664972,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_012__persistence__pod2__dmdc4__delay4,persistence,2.0,4,4,True,False,2.7560920226077577,2.7550578742252494,-0.0010341483825082,0.9996247772664972,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_015__persistence__pod3__dmdcfull__delay4,persistence,3.0,full,4,True,False,2.7560920226077577,2.7550578742252494,-0.0010341483825082,0.9996247772664972,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_018__persistence__pod3__dmdc2__delay4,persistence,3.0,2,4,True,False,2.7560920226077577,2.7550578742252494,-0.0010341483825082,0.9996247772664972,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_021__persistence__pod3__dmdc3__delay4,persistence,3.0,3,4,True,False,2.7560920226077577,2.7550578742252494,-0.0010341483825082,0.9996247772664972,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_024__persistence__pod3__dmdc4__delay4,persistence,3.0,4,4,True,False,2.7560920226077577,2.7550578742252494,-0.0010341483825082,0.9996247772664972,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_027__persistence__pod4__dmdcfull__delay4,persistence,4.0,full,4,True,False,2.7560920226077577,2.7550578742252494,-0.0010341483825082,0.9996247772664972,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_030__persistence__pod4__dmdc2__delay4,persistence,4.0,2,4,True,False,2.7560920226077577,2.7550578742252494,-0.0010341483825082,0.9996247772664972,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_033__persistence__pod4__dmdc3__delay4,persistence,4.0,3,4,True,False,2.7560920226077577,2.7550578742252494,-0.0010341483825082,0.9996247772664972,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_036__persistence__pod4__dmdc4__delay4,persistence,4.0,4,4,True,False,2.7560920226077577,2.7550578742252494,-0.0010341483825082,0.9996247772664972,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_039__persistence__pod0p999__dmdcfull__delay4,persistence,0.999,full,4,True,False,2.7560920226077577,2.7550578742252494,-0.0010341483825082,0.9996247772664972,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_042__persistence__pod0p999__dmdc2__delay4,persistence,0.999,2,4,True,False,2.7560920226077577,2.7550578742252494,-0.0010341483825082,0.9996247772664972,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_045__persistence__pod0p999__dmdc3__delay4,persistence,0.999,3,4,True,False,2.7560920226077577,2.7550578742252494,-0.0010341483825082,0.9996247772664972,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_048__persistence__pod0p999__dmdc4__delay4,persistence,0.999,4,4,True,False,2.7560920226077577,2.7550578742252494,-0.0010341483825082,0.9996247772664972,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_002__persistence__pod2__dmdcfull__delay2,persistence,2.0,full,2,True,False,2.7559433138895693,2.7587328033270273,0.002789489437458,1.001012172283588,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_005__persistence__pod2__dmdc2__delay2,persistence,2.0,2,2,True,False,2.7559433138895693,2.7587328033270273,0.002789489437458,1.001012172283588,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_008__persistence__pod2__dmdc3__delay2,persistence,2.0,3,2,True,False,2.7559433138895693,2.7587328033270273,0.002789489437458,1.001012172283588,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_011__persistence__pod2__dmdc4__delay2,persistence,2.0,4,2,True,False,2.7559433138895693,2.7587328033270273,0.002789489437458,1.001012172283588,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_014__persistence__pod3__dmdcfull__delay2,persistence,3.0,full,2,True,False,2.7559433138895693,2.7587328033270273,0.002789489437458,1.001012172283588,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_017__persistence__pod3__dmdc2__delay2,persistence,3.0,2,2,True,False,2.7559433138895693,2.7587328033270273,0.002789489437458,1.001012172283588,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_020__persistence__pod3__dmdc3__delay2,persistence,3.0,3,2,True,False,2.7559433138895693,2.7587328033270273,0.002789489437458,1.001012172283588,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_023__persistence__pod3__dmdc4__delay2,persistence,3.0,4,2,True,False,2.7559433138895693,2.7587328033270273,0.002789489437458,1.001012172283588,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_026__persistence__pod4__dmdcfull__delay2,persistence,4.0,full,2,True,False,2.7559433138895693,2.7587328033270273,0.002789489437458,1.001012172283588,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_029__persistence__pod4__dmdc2__delay2,persistence,4.0,2,2,True,False,2.7559433138895693,2.7587328033270273,0.002789489437458,1.001012172283588,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_032__persistence__pod4__dmdc3__delay2,persistence,4.0,3,2,True,False,2.7559433138895693,2.7587328033270273,0.002789489437458,1.001012172283588,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_035__persistence__pod4__dmdc4__delay2,persistence,4.0,4,2,True,False,2.7559433138895693,2.7587328033270273,0.002789489437458,1.001012172283588,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_038__persistence__pod0p999__dmdcfull__delay2,persistence,0.999,full,2,True,False,2.7559433138895693,2.7587328033270273,0.002789489437458,1.001012172283588,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_041__persistence__pod0p999__dmdc2__delay2,persistence,0.999,2,2,True,False,2.7559433138895693,2.7587328033270273,0.002789489437458,1.001012172283588,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_044__persistence__pod0p999__dmdc3__delay2,persistence,0.999,3,2,True,False,2.7559433138895693,2.7587328033270273,0.002789489437458,1.001012172283588,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_047__persistence__pod0p999__dmdc4__delay2,persistence,0.999,4,2,True,False,2.7559433138895693,2.7587328033270273,0.002789489437458,1.001012172283588,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_001__persistence__pod2__dmdcfull__delay1,persistence,2.0,full,1,True,False,2.758069941409867,2.7626817813380233,0.0046118399281565,1.0016721258075851,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_004__persistence__pod2__dmdc2__delay1,persistence,2.0,2,1,True,False,2.758069941409867,2.7626817813380233,0.0046118399281565,1.0016721258075851,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_007__persistence__pod2__dmdc3__delay1,persistence,2.0,3,1,True,False,2.758069941409867,2.7626817813380233,0.0046118399281565,1.0016721258075851,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_010__persistence__pod2__dmdc4__delay1,persistence,2.0,4,1,True,False,2.758069941409867,2.7626817813380233,0.0046118399281565,1.0016721258075851,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_013__persistence__pod3__dmdcfull__delay1,persistence,3.0,full,1,True,False,2.758069941409867,2.7626817813380233,0.0046118399281565,1.0016721258075851,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_016__persistence__pod3__dmdc2__delay1,persistence,3.0,2,1,True,False,2.758069941409867,2.7626817813380233,0.0046118399281565,1.0016721258075851,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_019__persistence__pod3__dmdc3__delay1,persistence,3.0,3,1,True,False,2.758069941409867,2.7626817813380233,0.0046118399281565,1.0016721258075851,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_022__persistence__pod3__dmdc4__delay1,persistence,3.0,4,1,True,False,2.758069941409867,2.7626817813380233,0.0046118399281565,1.0016721258075851,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_025__persistence__pod4__dmdcfull__delay1,persistence,4.0,full,1,True,False,2.758069941409867,2.7626817813380233,0.0046118399281565,1.0016721258075851,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_028__persistence__pod4__dmdc2__delay1,persistence,4.0,2,1,True,False,2.758069941409867,2.7626817813380233,0.0046118399281565,1.0016721258075851,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_031__persistence__pod4__dmdc3__delay1,persistence,4.0,3,1,True,False,2.758069941409867,2.7626817813380233,0.0046118399281565,1.0016721258075851,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_034__persistence__pod4__dmdc4__delay1,persistence,4.0,4,1,True,False,2.758069941409867,2.7626817813380233,0.0046118399281565,1.0016721258075851,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_037__persistence__pod0p999__dmdcfull__delay1,persistence,0.999,full,1,True,False,2.758069941409867,2.7626817813380233,0.0046118399281565,1.0016721258075851,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_040__persistence__pod0p999__dmdc2__delay1,persistence,0.999,2,1,True,False,2.758069941409867,2.7626817813380233,0.0046118399281565,1.0016721258075851,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_043__persistence__pod0p999__dmdc3__delay1,persistence,0.999,3,1,True,False,2.758069941409867,2.7626817813380233,0.0046118399281565,1.0016721258075851,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_046__persistence__pod0p999__dmdc4__delay1,persistence,0.999,4,1,True,False,2.758069941409867,2.7626817813380233,0.0046118399281565,1.0016721258075851,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_102__adaptive_dmdc__pod2__dmdc2__delay4,adaptive_dmdc,2.0,2,4,True,False,4.000118524211457,3.982985364006108,-0.0171331602053488,0.9957168368632962,0.0053136501265459,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_114__adaptive_dmdc__pod3__dmdc2__delay4,adaptive_dmdc,3.0,2,4,True,False,4.000118524211457,3.982985364006108,-0.0171331602053488,0.9957168368632962,0.0053136501265459,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_126__adaptive_dmdc__pod4__dmdc2__delay4,adaptive_dmdc,4.0,2,4,True,False,4.000118524211457,3.982985364006108,-0.0171331602053488,0.9957168368632962,0.0053136501265459,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_138__adaptive_dmdc__pod0p999__dmdc2__delay4,adaptive_dmdc,0.999,2,4,True,False,4.000118524211457,3.982985364006108,-0.0171331602053488,0.9957168368632962,0.0053136501265459,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_101__adaptive_dmdc__pod2__dmdc2__delay2,adaptive_dmdc,2.0,2,2,True,False,4.467422086413467,4.463665706103442,-0.0037563803100244,0.9991591615393924,0.0052118330338247,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_113__adaptive_dmdc__pod3__dmdc2__delay2,adaptive_dmdc,3.0,2,2,True,False,4.467422086413467,4.463665706103442,-0.0037563803100244,0.9991591615393924,0.0052118330338247,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_125__adaptive_dmdc__pod4__dmdc2__delay2,adaptive_dmdc,4.0,2,2,True,False,4.467422086413467,4.463665706103442,-0.0037563803100244,0.9991591615393924,0.0052118330338247,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
