source_id,study_case,time_s,patch_name,q_min_w_m2,q_max_w_m2,q_total_w,q_avg_w_m2,leg_group,thermal_role,patch_rank_in_leg,patch_count_in_leg,section_progress_0to1,latest_processor_time,area_m2,areaAverage_T_w_k,areaAverage_wallHeatFlux_w_m2,sample_time_s,areaAverage_Nu_ref
val_salt_test_2_coarse_mesh_laminar,Salt 2,8203.0,pipeleg_lower_01_fitting,-515.6445416,-344.9023912,-0.9855835735,-451.0714299,lower_leg,transport,1,9,0.0,8203,,,,,
val_salt_test_2_coarse_mesh_laminar,Salt 2,8203.0,pipeleg_lower_02_straight,-459.5461561,-363.4603183,-2.138393117,-393.3742506,lower_leg,transport,2,9,0.125,8203,,,,,
val_salt_test_2_coarse_mesh_laminar,Salt 2,8203.0,pipeleg_lower_03_bend,-480.3158503,-381.2734499,-0.2771879102,-419.4234209,lower_leg,transport,3,9,0.25,8203,,,,,
val_salt_test_2_coarse_mesh_laminar,Salt 2,8203.0,pipeleg_lower_04_straight,5255.235248,5354.948298,81.35283398,5330.368961,lower_leg,heater,4,9,0.375,8203,,,,,
val_salt_test_2_coarse_mesh_laminar,Salt 2,8203.0,pipeleg_lower_05_straight,5274.417073,5363.434994,81.50947375,5340.632252,lower_leg,heater,5,9,0.5,8203,,,,,
val_salt_test_2_coarse_mesh_laminar,Salt 2,8203.0,pipeleg_lower_06_straight,5298.112357,5414.459132,81.77103743,5357.770325,lower_leg,heater,6,9,0.625,8203,,,,,
val_salt_test_2_coarse_mesh_laminar,Salt 2,8203.0,pipeleg_lower_07_bend,-355.8404452,-332.9758538,-0.2276216475,-344.4228497,lower_leg,transport,7,9,0.75,8203,,,,,
val_salt_test_2_coarse_mesh_laminar,Salt 2,8203.0,pipeleg_lower_08_straight,-351.6141623,-325.1353741,-1.871906669,-344.3519702,lower_leg,transport,8,9,0.875,8203,,,,,
val_salt_test_2_coarse_mesh_laminar,Salt 2,8203.0,pipeleg_lower_09_fitting,-410.3406707,-376.7867074,-0.8768888017,-401.3251603,lower_leg,transport,9,9,1.0,8203,,,,,
val_salt_test_2_coarse_mesh_laminar,Salt 2,8203.0,pipeleg_right_01_lower,-351.805248,-338.8973041,-7.35108595,-347.6512567,right_leg,transport,1,3,0.0,8203,,,,,
val_salt_test_2_coarse_mesh_laminar,Salt 2,8203.0,pipeleg_right_02_middle,-354.255599,-338.9105301,-7.384640247,-349.2381234,right_leg,transport,2,3,0.5,8203,,,,,
val_salt_test_2_coarse_mesh_laminar,Salt 2,8203.0,pipeleg_right_03_upper,-364.651277,-340.0187908,-7.473081086,-353.4207121,right_leg,transport,3,3,1.0,8203,,,,,
val_salt_test_2_coarse_mesh_laminar,Salt 2,8203.0,pipeleg_upper_01_straight,-370.7482567,-308.6529407,-2.666119063,-349.8379967,upper_leg,transport,1,9,0.0,8203,,,,,
val_salt_test_2_coarse_mesh_laminar,Salt 2,8203.0,pipeleg_upper_02_bend,-374.9162502,-310.9072304,-0.228427977,-345.6429371,upper_leg,transport,2,9,0.125,8203,,,,,
val_salt_test_2_coarse_mesh_laminar,Salt 2,8203.0,pipeleg_upper_03_straight,-371.5471403,-286.3155382,-2.817627536,-352.0295614,upper_leg,transport,3,9,0.25,8203,,,,,
val_salt_test_2_coarse_mesh_laminar,Salt 2,8203.0,pipeleg_upper_04_reducer,-2790.212823,-2790.212822,-16.138602,-2790.212822,upper_leg,cooling_branch,4,9,0.375,8203,,,,,
val_salt_test_2_coarse_mesh_laminar,Salt 2,8203.0,pipeleg_upper_05_cooler,-5715.026762,-5715.026761,-104.073536,-5715.026761,upper_leg,cooling_branch,5,9,0.5,8203,,,,,
val_salt_test_2_coarse_mesh_laminar,Salt 2,8203.0,pipeleg_upper_06_reducer,-2790.212823,-2790.212822,-16.138602,-2790.212823,upper_leg,cooling_branch,6,9,0.625,8203,,,,,
val_salt_test_2_coarse_mesh_laminar,Salt 2,8203.0,pipeleg_upper_07_straight,-382.5214516,-369.6974706,-3.019494501,-377.2504744,upper_leg,transport,7,9,0.75,8203,,,,,
val_salt_test_2_coarse_mesh_laminar,Salt 2,8203.0,pipeleg_upper_08_bend,-385.5561813,-374.3816303,-0.2524789473,-382.0353625,upper_leg,transport,8,9,0.875,8203,,,,,
val_salt_test_2_coarse_mesh_laminar,Salt 2,8203.0,pipeleg_upper_09_straight,-385.2202101,-369.1929646,-2.875420993,-377.3017997,upper_leg,transport,9,9,1.0,8203,,,,,
val_salt_test_2_coarse_mesh_laminar,Salt 2,8203.0,pipeleg_left_01_upper,-388.2149575,-359.7152934,-9.207795441,-372.7940868,left_leg,transport,1,7,0.0,8203,,,,,
val_salt_test_2_coarse_mesh_laminar,Salt 2,8203.0,pipeleg_left_02_connector,-398.183163,-368.8417805,-0.06031418736,-380.3211875,left_leg,transport,2,7,0.16666666666666666,8203,,,,,
val_salt_test_2_coarse_mesh_laminar,Salt 2,8203.0,pipeleg_left_03_fitting,-506.9605676,-468.6088305,-1.008699348,-485.9412359,left_leg,transport,3,7,0.3333333333333333,8203,,,,,
val_salt_test_2_coarse_mesh_laminar,Salt 2,8203.0,pipeleg_left_04_test_section,-828.1497282,-424.330088,-7.45282842,-607.9748221,left_leg,test_section,4,7,0.5,8203,,,,,
val_salt_test_2_coarse_mesh_laminar,Salt 2,8203.0,pipeleg_left_05_fitting,-513.6289961,-465.3335657,-1.017521769,-490.1914402,left_leg,transport,5,7,0.6666666666666666,8203,,,,,
val_salt_test_2_coarse_mesh_laminar,Salt 2,8203.0,pipeleg_left_06_connector,-403.1473533,-365.7767423,-0.06128251571,-386.4271437,left_leg,transport,6,7,0.8333333333333334,8203,,,,,
val_salt_test_2_coarse_mesh_laminar,Salt 2,8203.0,pipeleg_left_07_lower,-392.8951165,-352.2047184,-7.894184888,-373.3357651,left_leg,transport,7,7,1.0,8203,,,,,
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3,2515.0,junction_lower_left,-590.6937109,-314.7600048,-1.329310509,-454.5396138,junctions,junction,1,21,0.0,2514,,,,,
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3,2515.0,junction_lower_left_left_extension,-488.0275633,-290.3107441,-0.9811183947,-449.3643668,junctions,junction,2,21,0.05,2514,,,,,
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3,2515.0,junction_lower_left_left_step,0.0,0.0,0.0,0.0,junctions,junction,3,21,0.1,2514,,,,,
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3,2515.0,junction_lower_left_left_stub,-11389.76733,-7980.477408,-5.387020615,-10661.84305,junctions,junction,4,21,0.15,2514,,,,,
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3,2515.0,junction_lower_left_lower_extension,-300.5469541,-49.50597374,-0.3233242349,-169.2417153,junctions,junction,5,21,0.2,2514,,,,,
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3,2515.0,junction_lower_left_lower_stub,-1591.378349,-1579.431938,-0.6143688867,-1588.169148,junctions,junction,6,21,0.25,2514,,,,,
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3,2515.0,junction_lower_right,-474.9429639,-380.5109274,-1.321121154,-451.7394081,junctions,junction,7,21,0.3,2514,,,,,
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3,2515.0,junction_lower_right_lower_extension,-437.5350925,-54.48114593,-0.8239321775,-232.4589206,junctions,junction,8,21,0.35,2514,,,,,
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3,2515.0,junction_lower_right_lower_stub,-1332.005769,-1321.326311,-0.5141363185,-1329.063787,junctions,junction,9,21,0.4,2514,,,,,
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3,2515.0,junction_lower_right_right_extension,-454.5226856,-281.131626,-0.9272854359,-424.7082056,junctions,junction,10,21,0.45,2514,,,,,
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3,2515.0,junction_lower_right_right_step,0.0,0.0,0.0,0.0,junctions,junction,11,21,0.5,2514,,,,,
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3,2515.0,junction_lower_right_right_stub,-10594.58024,-7702.15064,-5.057044659,-10008.76372,junctions,junction,12,21,0.55,2514,,,,,
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3,2515.0,junction_upper_left,-522.1097634,-496.638194,-1.376933198,-512.385267,junctions,junction,13,21,0.6,2514,,,,,
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3,2515.0,junction_upper_left_upper_extension,-517.7431536,-400.3055163,-5.280016856,-496.5566553,junctions,junction,14,21,0.65,2514,,,,,
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3,2515.0,junction_upper_left_upper_stub,-10470.39463,-9209.964164,-3.880234908,-10030.56877,junctions,junction,15,21,0.7,2514,,,,,
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3,2515.0,junction_upper_right,-503.0575881,-413.3843082,-1.417836432,-484.80989,junctions,junction,16,21,0.75,2514,,,,,
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3,2515.0,junction_upper_right_right_extension,-499.0332526,-303.0468846,-1.013752841,-464.3113472,junctions,junction,17,21,0.8,2514,,,,,
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3,2515.0,junction_upper_right_right_step,0.0,0.0,0.0,0.0,junctions,junction,18,21,0.85,2514,,,,,
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3,2515.0,junction_upper_right_right_stub,-12149.90212,-8719.502056,-5.787181811,-11453.83109,junctions,junction,19,21,0.9,2514,,,,,
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3,2515.0,junction_upper_right_upper_extension,-500.7225276,-364.0990818,-2.524538728,-474.83807,junctions,junction,20,21,0.95,2514,,,,,
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3,2515.0,junction_upper_right_upper_stub,-13270.10991,-11146.30979,-4.829168908,-12483.60266,junctions,junction,21,21,1.0,2514,,,,,
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3,2515.0,pipeleg_lower_01_fitting,-594.176285,-401.0111336,-1.132959822,-518.5210271,lower_leg,transport,1,9,0.0,2514,,,,,
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3,2515.0,pipeleg_lower_02_straight,-526.842356,-412.9281322,-2.435031591,-447.9432335,lower_leg,transport,2,9,0.125,2514,,,,,
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3,2515.0,pipeleg_lower_03_bend,-552.6466222,-434.6871754,-0.317176344,-479.9314196,lower_leg,transport,3,9,0.25,2514,,,,,
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3,2515.0,pipeleg_lower_04_straight,5864.246519,5983.388082,90.87346027,5954.175759,lower_leg,heater,4,9,0.375,2514,,,,,
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3,2515.0,pipeleg_lower_05_straight,5886.629721,5993.276213,91.05804974,5966.270359,lower_leg,heater,5,9,0.5,2514,,,,,
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3,2515.0,pipeleg_lower_06_straight,5914.319547,6051.635863,91.35398392,5985.660443,lower_leg,heater,6,9,0.625,2514,,,,,
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3,2515.0,pipeleg_lower_07_bend,-409.0389255,-380.0641908,-0.2597202114,-392.9923903,lower_leg,transport,7,9,0.75,2514,,,,,
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3,2515.0,pipeleg_lower_08_straight,-403.388476,-373.071878,-2.133316742,-392.4404114,lower_leg,transport,8,9,0.875,2514,,,,,
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3,2515.0,pipeleg_lower_09_fitting,-470.1404607,-436.9957009,-1.006156105,-460.4868477,lower_leg,transport,9,9,1.0,2514,,,,,
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3,2515.0,pipeleg_right_01_lower,-400.1154346,-382.6685893,-8.34226404,-394.5265498,right_leg,transport,1,3,0.0,2514,,,,,
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3,2515.0,pipeleg_right_02_middle,-403.1156236,-382.1921713,-8.372190794,-395.941861,right_leg,transport,2,3,0.5,2514,,,,,
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3,2515.0,pipeleg_right_03_upper,-416.629551,-382.4290004,-8.479050775,-400.9955369,right_leg,transport,3,3,1.0,2514,,,,,
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3,2515.0,pipeleg_upper_01_straight,-422.0398656,-348.8446505,-3.03074228,-397.6824675,upper_leg,transport,1,9,0.0,2514,,,,,
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3,2515.0,pipeleg_upper_02_bend,-427.4305719,-351.8553612,-0.2597265461,-393.0019756,upper_leg,transport,2,9,0.125,2514,,,,,
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3,2515.0,pipeleg_upper_03_straight,-422.9720628,-322.6266611,-3.204144416,-400.3203187,upper_leg,transport,3,9,0.25,2514,,,,,
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3,2515.0,pipeleg_upper_04_reducer,-3128.582027,-3128.582016,-18.0957308,-3128.582023,upper_leg,cooling_branch,4,9,0.375,2514,,,,,
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3,2515.0,pipeleg_upper_05_cooler,-6291.871847,-6291.871807,-114.5781771,-6291.871822,upper_leg,cooling_branch,5,9,0.5,2514,,,,,
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3,2515.0,pipeleg_upper_06_reducer,-3128.582032,-3128.582006,-18.0957308,-3128.582024,upper_leg,cooling_branch,6,9,0.625,2514,,,,,
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3,2515.0,pipeleg_upper_07_straight,-434.4108745,-421.3732739,-3.434264012,-429.0710672,upper_leg,transport,7,9,0.75,2514,,,,,
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3,2515.0,pipeleg_upper_08_bend,-438.3112605,-427.7802606,-0.287337484,-434.7811215,upper_leg,transport,8,9,0.875,2514,,,,,
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3,2515.0,pipeleg_upper_09_straight,-437.5025984,-420.142032,-3.272521418,-429.4078061,upper_leg,transport,9,9,1.0,2514,,,,,
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3,2515.0,pipeleg_left_01_upper,-440.1091045,-409.0937561,-10.47219091,-423.9854014,left_leg,transport,1,7,0.0,2514,,,,,
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3,2515.0,pipeleg_left_02_connector,-453.3274447,-421.453896,-0.068878668,-434.3259514,left_leg,transport,2,7,0.16666666666666666,2514,,,,,
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3,2515.0,pipeleg_left_03_fitting,-580.5401881,-538.7942569,-1.158535219,-558.1247148,left_leg,transport,3,7,0.3333333333333333,2514,,,,,
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3,2515.0,pipeleg_left_04_test_section,-1071.561695,-624.5151793,-10.24342229,-835.6213898,left_leg,test_section,4,7,0.5,2514,,,,,
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3,2515.0,pipeleg_left_05_fitting,-589.4826752,-532.8079008,-1.17028622,-563.7857637,left_leg,transport,5,7,0.6666666666666666,2514,,,,,
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3,2515.0,pipeleg_left_06_connector,-459.926055,-416.5032731,-0.07017818607,-442.5202797,left_leg,transport,6,7,0.8333333333333334,2514,,,,,
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3,2515.0,pipeleg_left_07_lower,-446.0925469,-401.3408193,-9.004938808,-425.8660985,left_leg,transport,7,7,1.0,2514,,,,,
val_water_test_1_coarse_mesh_laminar,Water 1,5274.0,junction_lower_left,-130.1611222,-102.6709841,-0.3204842034,-109.585206,junctions,junction,1,21,0.0,5274,0.0029245207,315.1657744,-109.585206,5274.0,
val_water_test_1_coarse_mesh_laminar,Water 1,5274.0,junction_lower_left_left_extension,-116.336622,-91.31280699,-0.2393956575,-109.6461738,junctions,junction,2,21,0.05,5274,0.002183347117,315.3548729,-109.6461739,5274.0,
val_water_test_1_coarse_mesh_laminar,Water 1,5274.0,junction_lower_left_left_step,0.0,0.0,0.0,0.0,junctions,junction,3,21,0.1,5274,0.0001184207033,315.4056609,0.0,5274.0,
val_water_test_1_coarse_mesh_laminar,Water 1,5274.0,junction_lower_left_left_stub,-994.7766286,-814.5941958,-0.4731141002,-936.3744162,junctions,junction,4,21,0.15,5274,0.0005052616689,314.4619586,-936.3744162,5274.0,
val_water_test_1_coarse_mesh_laminar,Water 1,5274.0,junction_lower_left_lower_extension,-108.0411052,-18.85672446,-0.1123240226,-58.79519133,junctions,junction,5,21,0.2,5274,0.001910428728,306.4517033,-58.79519133,5274.0,
val_water_test_1_coarse_mesh_laminar,Water 1,5274.0,junction_lower_left_lower_stub,-242.2032992,-238.1951966,-0.09320676972,-240.9433799,junctions,junction,6,21,0.25,5274,0.0003868409656,299.9469769,-240.9433799,5274.0,
val_water_test_1_coarse_mesh_laminar,Water 1,5274.0,junction_lower_right,-103.7214057,-87.98377742,-0.2926448422,-100.0659231,junctions,junction,7,21,0.3,5274,0.002924520488,313.6157855,-100.0659231,5274.0,
val_water_test_1_coarse_mesh_laminar,Water 1,5274.0,junction_lower_right_lower_extension,-103.9526129,-41.11090878,-0.3229630427,-91.11871381,junctions,junction,8,21,0.35,5274,0.00354442056,312.0012119,-91.1187138,5274.0,
val_water_test_1_coarse_mesh_laminar,Water 1,5274.0,junction_lower_right_lower_stub,-285.9795158,-281.7217931,-0.1102280342,-284.9440573,junctions,junction,9,21,0.4,5274,0.0003868409655,303.7680103,-284.9440573,5274.0,
val_water_test_1_coarse_mesh_laminar,Water 1,5274.0,junction_lower_right_right_extension,-98.36501788,-75.10889737,-0.2042541301,-93.5509194,junctions,junction,10,21,0.45,5274,0.002183347116,312.6904627,-93.5509194,5274.0,
val_water_test_1_coarse_mesh_laminar,Water 1,5274.0,junction_lower_right_right_step,0.0,0.0,0.0,0.0,junctions,junction,11,21,0.5,5274,0.0001184207032,312.8665285,0.0,5274.0,
val_water_test_1_coarse_mesh_laminar,Water 1,5274.0,junction_lower_right_right_stub,-768.2126559,-632.73305,-0.3756185958,-743.4139952,junctions,junction,12,21,0.55,5274,0.0005052616687,311.7132202,-743.4139952,5274.0,
val_water_test_1_coarse_mesh_laminar,Water 1,5274.0,junction_upper_left,-113.8587867,-109.3980599,-0.3022353551,-112.4680147,junctions,junction,13,21,0.6,5274,0.002687300528,315.5046475,-112.4680147,5274.0,
val_water_test_1_coarse_mesh_laminar,Water 1,5274.0,junction_upper_left_upper_extension,-111.2485448,-96.83253633,-1.132808171,-106.5344017,junctions,junction,14,21,0.65,5274,0.01063326168,314.9324974,-106.5344016,5274.0,
val_water_test_1_coarse_mesh_laminar,Water 1,5274.0,junction_upper_left_upper_stub,-517.1466568,-481.013587,-0.1954505627,-505.247841,junctions,junction,15,21,0.7,5274,0.0003868409656,314.0744794,-505.247841,5274.0,
val_water_test_1_coarse_mesh_laminar,Water 1,5274.0,junction_upper_right,-109.6885828,-87.09677185,-0.3091340053,-105.7041699,junctions,junction,16,21,0.75,5274,0.002924520438,314.5356912,-105.7041699,5274.0,
val_water_test_1_coarse_mesh_laminar,Water 1,5274.0,junction_upper_right_right_extension,-108.1477949,-90.24361639,-0.2289018341,-104.8398729,junctions,junction,17,21,0.8,5274,0.002183347116,314.5647707,-104.8398729,5274.0,
val_water_test_1_coarse_mesh_laminar,Water 1,5274.0,junction_upper_right_right_step,0.0,0.0,0.0,0.0,junctions,junction,18,21,0.85,5274,0.0001184207032,314.7598824,0.0,5274.0,
val_water_test_1_coarse_mesh_laminar,Water 1,5274.0,junction_upper_right_right_stub,-927.7259794,-784.3236249,-0.4449969377,-880.7257016,junctions,junction,19,21,0.9,5274,0.0005052616687,313.8690172,-880.7257017,5274.0,
val_water_test_1_coarse_mesh_laminar,Water 1,5274.0,junction_upper_right_upper_extension,-106.9979835,-83.98838046,-0.5353647586,-100.6962444,junctions,junction,20,21,0.95,5274,0.005316630841,313.7411033,-100.6962444,5274.0,
val_water_test_1_coarse_mesh_laminar,Water 1,5274.0,junction_upper_right_upper_stub,-1226.209352,-1058.129273,-0.4498566164,-1162.898081,junctions,junction,21,21,1.0,5274,0.0003868409655,312.2041814,-1162.898081,5274.0,
val_water_test_1_coarse_mesh_laminar,Water 1,5274.0,pipeleg_lower_01_fitting,-129.6132447,-103.6311423,-0.2460001841,-112.5867534,lower_leg,transport,1,9,0.0,5274,0.002184983371,315.8425324,-112.5867534,5274.0,
val_water_test_1_coarse_mesh_laminar,Water 1,5274.0,pipeleg_lower_02_straight,-114.7116917,-85.33133101,-0.5141689709,-94.58543054,lower_leg,transport,2,9,0.125,5274,0.005436027177,316.5036418,-94.58543054,5274.0,
val_water_test_1_coarse_mesh_laminar,Water 1,5274.0,pipeleg_lower_03_bend,-127.8816532,-95.4682248,-0.07199482339,-108.9380669,lower_leg,transport,3,9,0.25,5274,0.0006608784735,318.1250822,-108.9380669,5274.0,
val_water_test_1_coarse_mesh_laminar,Water 1,5274.0,pipeleg_lower_04_straight,1138.37883,1172.274407,17.75944842,1163.627719,lower_leg,heater,4,9,0.375,5274,0.01526213937,317.9643682,1163.627719,5274.0,
val_water_test_1_coarse_mesh_laminar,Water 1,5274.0,pipeleg_lower_05_straight,1144.655463,1172.87213,17.80515589,1166.622546,lower_leg,heater,5,9,0.5,5274,0.01526213937,317.5169718,1166.622546,5274.0,
val_water_test_1_coarse_mesh_laminar,Water 1,5274.0,pipeleg_lower_06_straight,1152.165853,1184.615046,17.87415413,1171.143422,lower_leg,heater,6,9,0.625,5274,0.01526213937,316.8116869,1171.143422,5274.0,
val_water_test_1_coarse_mesh_laminar,Water 1,5274.0,pipeleg_lower_07_bend,-86.85256269,-85.77907065,-0.05714173358,-86.46329967,lower_leg,transport,7,9,0.75,5274,0.0006608784744,313.8798355,-86.46329967,5274.0,
val_water_test_1_coarse_mesh_laminar,Water 1,5274.0,pipeleg_lower_08_straight,-81.94814399,-80.52669947,-0.4416301974,-81.241352,lower_leg,transport,8,9,0.875,5274,0.005436027177,313.8934703,-81.241352,5274.0,
val_water_test_1_coarse_mesh_laminar,Water 1,5274.0,pipeleg_lower_09_fitting,-102.3458176,-99.1686926,-0.2213114023,-101.2874538,lower_leg,transport,9,9,1.0,5274,0.002184983371,313.984633,-101.2874538,5274.0,
val_water_test_1_coarse_mesh_laminar,Water 1,5274.0,pipeleg_right_01_lower,-79.98668715,-78.73787663,-1.677643752,-79.33997271,right_leg,transport,1,3,0.0,5274,0.02114500037,313.8196497,-79.33997271,5274.0,
val_water_test_1_coarse_mesh_laminar,Water 1,5274.0,pipeleg_right_02_middle,-81.35964992,-79.01537406,-1.689764883,-79.91321135,right_leg,transport,2,3,0.5,5274,0.02114500036,313.9362539,-79.91321135,5274.0,
val_water_test_1_coarse_mesh_laminar,Water 1,5274.0,pipeleg_right_03_upper,-85.62711942,-75.64677894,-1.703019518,-80.54005622,right_leg,transport,3,3,1.0,5274,0.02114500036,314.0798506,-80.54005622,5274.0,
val_water_test_1_coarse_mesh_laminar,Water 1,5274.0,pipeleg_upper_01_straight,-87.17785963,-66.15036671,-0.6111371837,-80.19109537,upper_leg,transport,1,9,0.0,5274,0.007621010548,313.6602328,-80.19109537,5274.0,
